sub_cat
Açaí shop 
Afghan restaurant 
American restaurant 
Barbecue restaurant 
Belgian restaurant 
Bistro 
Café 
Fusion restaurant 
Indian restaurant   
Boutique 
Clothing store 
Department store 
Jewelry store 
Furniture store 
Gift shop 
Second hand store 
Supermarket   
Bar 
Night club 
Live music venue 
Comedy club 
Dance club 
Karaoke bar   
Adventure sports center 
Athletic club 
Fitness center 
Yoga studio 
Cycling park   
Tour agency 
Travel agency 
Tourist information center 
Hotel 
Cruise line company   
Car dealer 
Auto repair shop 
Motorcycle dealer 
Tire repair shop 
Auto parts store   
Beauty salon 
Nail salon 
Day spa 
Massage spa   
Painter 
Plumber 
Home improvement store 
Construction company 
Electrician   
Coffee shop 
Tea house 
Café 
Bakery 
Food court 
Snack bar 
Food manufacturer 
Art gallery 
Theater 
Concert hall 
Museum 
Local restaurant 
Farmers’ market 
Cultural center 
Hospital 
Medical clinic 
Health center 
Pharmacy 
Accounting firm 
Legal services 
Consultant 
Pet store 
Veterinarian 
Pet grooming service 
Real estate agency 
Property management company 
Real estate attorney 
Bed & breakfast 
Motel 
Resort hotel 
Locksmith 
Cleaning service 
Handyman service 
Event planner 
Wedding planner 
Party equipment rental service 
City government office 
Public library 
Community center 
Bank 
Accounting firm 
Financial advisor 
College 
University 
Vocational school 
Church 
Synagogue 
Mosque 
Media company 
Newspaper 
Radio station 


